品质,工作要求,工作要求
"[20, 4, 13]","[28, 29]",[63]
[21],"[32, 39]",[63]
[4],"[33, 35, 29]","[67, 63]"
"[3, 19, 20]","[32, 29, 39]",[]
"[16, 3, 13]","[40, 28]",[]
"[16, 0, 4, 13]",[29],[63]
[],[40],[]
"[10, 4, 21]","[32, 41, 28, 29]",[]
"[0, 2, 3, 13, 21]","[28, 29]",[63]
"[9, 20, 22]",[28],"[64, 90]"
"[0, 2, 3, 13, 16, 21]","[29, 38, 31]",[63]
"[8, 3, 21]","[29, 30]",[]
[],[],[]
"[2, 11, 4, 21]",[29],"[90, 63]"
"[8, 0]",[31],[]
"[3, 21]","[40, 28]","[83, 84, 63]"
[21],"[40, 29, 30]",[65]
"[0, 26, 21]","[30, 31]",[]
"[0, 3, 21]","[32, 30]",[]
[],[40],[65]
[0],"[31, 29, 39]",[63]
"[0, 13]",[],[]
[],[],"[86, 63]"
"[16, 10, 13]","[40, 42, 29, 31]","[65, 90]"
"[0, 11, 21, 6]","[35, 29, 30, 39]","[88, 90, 63]"
"[26, 3, 21]",[40],[63]
"[8, 11, 4]","[32, 28, 29, 30]","[64, 90]"
"[0, 8, 11, 20, 21]","[40, 29, 30]","[64, 84]"
"[0, 21]",[],[]
"[0, 3, 21]","[29, 30]",[]
"[8, 11, 20, 21]","[40, 30]","[64, 84]"
"[8, 4]",[39],[]
"[8, 21]",[29],[90]
[16],[],[]
"[2, 3, 4, 10, 16, 18, 21]",[39],"[90, 63]"
[21],"[28, 39]","[64, 63]"
"[0, 26, 3, 21]",[],"[90, 63]"
[21],[],[63]
"[10, 13, 4, 21]","[34, 36, 39, 40, 28, 29, 31]",[64]
"[0, 21]","[40, 42, 29]",[]
[],"[40, 29, 31]","[65, 63]"
"[0, 21, 6]","[40, 29, 31]",[90]
"[3, 4, 21]","[32, 31, 29, 39]",[90]
"[21, 6]","[28, 29, 39]","[88, 86, 63]"
[],[],[89]
[21],[],[63]
[21],[39],[63]
[21],"[29, 30]",[64]
"[0, 26, 3, 21]","[31, 29, 39]",[]
[],[],[]
"[0, 21]",[28],"[81, 82, 83, 84, 85]"
[4],[29],[63]
"[0, 6]",[40],"[81, 82, 84, 85]"
"[16, 3, 4, 21]","[29, 31]",[63]
"[3, 21]",[31],[62]
"[4, 21]",[40],[63]
"[0, 26, 3, 21]","[32, 31, 29, 39]",[63]
[26],[31],"[65, 90, 67]"
"[0, 21, 23]","[32, 33, 39, 40, 29, 30]","[68, 63]"
"[0, 4, 11, 13, 16, 26]","[29, 30]",[]
"[11, 21]","[40, 28, 29]","[90, 63]"
"[12, 21]","[29, 39]","[90, 86, 63]"
"[0, 2, 26, 21]",[29],[63]
[21],"[32, 29, 39]","[65, 63]"
"[0, 3]",[],[]
"[4, 21]","[32, 33, 40, 29, 31]",[63]
[0],"[32, 29, 31]","[57, 86]"
"[0, 4, 21]","[29, 31]",[]
"[0, 8, 21]","[29, 39]",[90]
"[0, 21]","[32, 29, 30, 31]",[64]
[21],"[40, 39]","[86, 63]"
"[0, 3, 15, 18, 26]","[40, 35, 29, 39]",[90]
[],[40],[90]
[3],[40],[]
"[0, 3, 4, 16, 21]","[40, 29]",[90]
[],[],[]
"[3, 10, 26]",[29],[63]
"[3, 21]","[40, 35, 29]","[90, 63]"
"[0, 21]","[32, 33, 30, 39]","[65, 63, 57]"
"[0, 4]","[32, 35, 39, 29, 30, 31]","[65, 67]"
[21],"[32, 35, 40, 29, 30, 31]","[67, 63]"
"[8, 0, 2, 21]","[29, 30]",[63]
"[16, 0, 11, 21]",[30],[90]
[4],[40],[90]
"[21, 23]","[32, 40, 29]","[89, 86, 63]"
"[8, 21]","[39, 29, 30, 31]",[]
"[16, 0, 4, 21]","[35, 29, 31]",[63]
[],[32],[63]
[21],[39],[63]
[0],[28],[]
[21],[40],[]
"[21, 6]","[40, 35, 29, 39]",[]
"[21, 23]","[32, 38]",[63]
"[8, 21]","[32, 29, 31]","[65, 63]"
"[0, 16, 21]","[40, 29, 31]","[90, 63]"
[],"[29, 30]",[]
"[21, 23]","[28, 29]",[63]
"[0, 3, 21]","[40, 29, 31]","[57, 67]"
"[0, 3, 16, 21, 26]",[],[]
"[16, 10, 15]","[32, 35, 28, 29]",[]
"[0, 4]","[29, 30, 31]","[88, 90, 86]"
[21],[],[63]
"[18, 3, 21]","[29, 30, 31]",[63]
"[3, 21]","[28, 39]",[64]
"[4, 21, 6]","[29, 30, 31]","[64, 63]"
"[0, 16, 4, 21]","[32, 33, 39, 40, 28, 29, 31]","[74, 63]"
[],"[40, 39]",[]
"[4, 21, 23]","[42, 29]",[63]
[21],[],[63]
"[2, 4, 21]","[32, 31, 29, 39]",[63]
"[8, 4]",[28],"[83, 63]"
"[4, 21, 23]","[40, 39]","[64, 63]"
"[2, 11, 15, 16, 20, 21]","[28, 29, 31]","[64, 63]"
"[0, 26, 4, 21]",[35],[]
"[0, 3, 12]",[39],[]
[13],[28],"[64, 84, 63]"
"[0, 16, 10, 4]","[35, 29, 31]",[]
[21],"[40, 35, 39]","[57, 63]"
"[16, 3, 4, 21]",[31],[]
[21],"[32, 35]",[63]
[21],"[29, 39]",[]
[21],"[31, 39]","[57, 63]"
"[16, 21]","[35, 29]",[63]
"[0, 3, 4, 11, 16, 21]","[32, 35, 39, 40, 28, 29, 30]","[90, 63]"
"[0, 3]",[],[83]
[21],[40],"[67, 63]"
"[16, 15]","[42, 29, 31]",[65]
[21],[28],"[81, 84, 85]"
"[0, 26, 3, 21]","[29, 31]",[]
"[16, 20, 21]","[35, 29]",[63]
"[16, 3, 21]",[29],[63]
[21],"[28, 29, 30, 39]","[90, 63]"
"[26, 4, 21]","[40, 32, 29]",[]
[0],[],[]
[21],"[28, 29]","[64, 90, 83, 84]"
"[16, 3, 21]","[38, 29, 30]",[]
[21],"[32, 40, 29, 30]",[63]
[3],[],[63]
[],[],[63]
"[21, 23]","[28, 29]",[63]
[21],[],[]
"[8, 20, 21]","[39, 28, 29, 31]",[90]
"[0, 21]",[28],"[81, 82, 83, 84, 85]"
[],[],[]
"[8, 4]",[],[]
"[0, 16, 21]","[32, 29, 31]","[90, 86, 63]"
[0],"[29, 30]","[90, 63]"
"[4, 21, 22]",[28],[63]
"[2, 4, 21]","[32, 31, 29, 39]",[63]
"[0, 3]",[],[]
"[0, 8, 21]","[40, 28]","[81, 82, 83, 84, 85]"
"[0, 2, 21]",[39],[90]
[],[39],[]
"[0, 8, 11, 21]","[39, 28, 29, 30, 31]",[]
[],[],[]
[11],"[32, 29, 30]",[]
"[0, 26, 3, 21]","[29, 30]","[90, 63]"
"[8, 12, 21]","[32, 36, 28]",[]
"[20, 21]","[32, 29]",[]
[],[],[]
"[16, 3, 20, 21]",[40],[]
[21],"[32, 29, 31]","[65, 90, 63]"
"[16, 20, 21, 15]","[40, 28, 29]",[63]
"[8, 4]","[35, 31]",[65]
[],"[42, 35, 28]",[]
[21],[39],[63]
"[3, 21]","[40, 39]","[90, 63]"
[21],[],[]
"[0, 8, 21]","[29, 39]","[48, 63]"
[],[29],[]
"[3, 4, 16, 21, 22]","[32, 39, 29, 31]",[63]
"[0, 11, 20, 21]","[28, 29]","[90, 63]"
"[8, 21]",[28],[]
"[8, 3, 21]",[29],[]
[21],"[32, 40]",[63]
"[4, 8, 21, 23, 26]","[32, 29, 30, 39]","[74, 63]"
"[8, 20, 21, 14]","[31, 39]",[]
"[0, 23]",[29],[63]
[21],[28],"[81, 84, 85, 63]"
"[0, 11, 4, 21]","[32, 28, 29, 30, 31]","[64, 62, 63]"
"[0, 2, 3, 13, 16, 21]","[29, 38, 31]",[63]
[21],[28],[63]
"[0, 11]","[32, 28, 29, 30]",[]
[21],[],[]
[21],"[28, 29, 30, 39]",[63]
"[11, 21]","[35, 39, 40, 28, 29, 31]","[65, 90, 63]"
"[13, 11, 21]","[40, 28, 29, 30]","[90, 63]"
"[0, 3, 12, 21]",[],[88]
"[0, 3, 15, 18, 26]","[40, 35, 29, 39]",[90]
"[0, 2, 4, 12, 21]",[],[]
"[4, 21]",[28],[]
"[0, 26, 4]","[35, 28]","[64, 65, 63]"
"[3, 21]","[40, 33, 28, 39]",[63]
[],"[29, 31]",[63]
"[0, 2, 3, 4]",[29],"[64, 90]"
"[26, 4]","[32, 29]",[]
[21],"[32, 33, 39, 40, 42, 29]","[90, 63]"
"[0, 8, 2, 21]",[39],[63]
"[0, 4, 8, 10, 13, 16, 21]","[29, 31]",[]
"[18, 4, 21]","[32, 29]",[63]
[21],"[40, 29]","[57, 63]"
"[0, 4, 21, 23]","[35, 30, 31]",[46]
"[4, 22]","[32, 40, 29]","[90, 63]"
"[0, 11, 16, 21, 26]","[35, 39, 40, 28, 29, 31]",[63]
"[16, 21]",[28],"[81, 83, 85, 63]"
"[0, 12, 21]","[32, 29]","[88, 90, 87, 63]"
"[8, 3, 21]",[32],[63]
[21],"[39, 40, 28, 29, 31]",[65]
"[16, 4, 14]","[32, 29, 30]",[]
"[0, 3, 21, 6]",[],"[90, 63]"
"[0, 2, 3, 21, 26]","[32, 28, 29, 30]","[90, 63]"
[21],[32],[63]
"[3, 4, 13, 16, 21, 26]","[35, 28, 29]",[63]
[],[39],[63]
[],[],[63]
"[3, 21]","[40, 28, 30]",[65]
"[0, 21]",[31],[]
"[4, 6, 15, 16, 21, 23]","[35, 29, 30]",[]
[21],"[32, 40, 35, 39]",[63]
"[16, 4, 21, 23]","[32, 39, 28, 29, 31]",[63]
"[21, 6]",[],[63]
"[3, 21]",[39],[63]
"[10, 21]","[29, 30]",[63]
"[0, 11, 20, 21]","[28, 29]",[63]
"[8, 21]",[],[64]
"[0, 3, 21]","[29, 30, 31]",[67]
[0],[],[]
[],[],[90]
[21],"[40, 29, 30]",[65]
"[0, 20, 21]",[29],[63]
[4],[29],[63]
[16],[28],[]
"[20, 6]",[40],"[84, 63]"
"[0, 2, 21]",[],"[90, 63]"
"[0, 3, 21]","[32, 33, 39, 40, 31]","[90, 63]"
[],"[40, 35, 29, 39]",[]
"[0, 8, 16]","[35, 40, 28, 29, 31]",[57]
"[16, 0, 21, 23]",[31],"[65, 83]"
[21],[40],[]
"[16, 21, 15]","[35, 29, 30, 31]","[64, 65, 90]"
"[8, 3, 21]",[],[63]
"[16, 21]","[40, 29, 30, 39]","[64, 81, 63]"
"[16, 21]","[32, 40, 39]",[63]
"[0, 4, 11, 16, 23, 27]",[29],"[65, 63]"
[0],[],"[48, 63]"
"[0, 9, 26]","[32, 35, 29, 31]",[63]
[8],"[35, 39, 29, 30, 31]",[86]
"[0, 11, 12, 13, 16, 21]","[28, 31]","[64, 83, 63]"
"[16, 3, 4]",[40],[]
[11],"[32, 28, 29, 39]","[65, 66]"
"[3, 11, 4]","[28, 29, 39]",[57]
"[0, 21]",[29],[]
"[26, 12]","[28, 29, 31]",[90]
[21],[],[63]
"[16, 3, 21]",[40],[63]
"[3, 4, 8, 12, 13, 15]","[32, 28, 38, 31]",[63]
"[11, 21]","[28, 29, 30]",[]
"[3, 21]",[],[89]
[1],[29],[90]
"[3, 12, 21]",[29],[63]
[21],"[32, 40, 31]","[65, 63]"
"[4, 21, 23]",[31],[65]
[21],[39],"[48, 63]"
"[3, 2, 26, 21]",[29],[]
"[3, 21]","[32, 33, 39]",[63]
"[3, 12, 21]",[29],[63]
[21],"[40, 35, 39]",[63]
[21],[],[63]
[21],[],"[88, 90, 63]"
"[2, 11, 15, 16, 21]","[39, 28, 29, 30, 31]","[90, 63]"
[21],[],[]
"[0, 21]",[40],"[90, 63]"
"[0, 4, 21, 23]","[32, 33, 39, 28, 29, 30]","[86, 63]"
[],[39],[63]
"[4, 3, 12, 21]","[40, 29]",[]
[21],"[40, 29, 39]","[74, 63]"
"[0, 26, 3, 21]","[32, 29, 31]",[63]
"[3, 8, 12, 13, 14, 16, 21]","[40, 35, 29]",[90]
[],[],[]
[21],"[28, 29, 39]","[90, 63]"
"[26, 4, 21]","[32, 29]",[]
"[16, 21, 15]","[35, 29, 30, 31]","[64, 65, 90]"
"[11, 4]",[30],[77]
"[3, 8, 12, 21, 26]","[40, 29]",[90]
"[3, 8, 12, 21, 26]","[29, 39]","[90, 63]"
"[0, 21]","[28, 29]","[90, 63]"
"[0, 2, 8, 12, 21]","[28, 39, 31]","[64, 63]"
"[0, 16, 20, 21]",[],"[65, 90, 86]"
[21],"[40, 42, 29]",[63]
[21],"[28, 29]",[63]
"[3, 4, 21]","[29, 30]",[]
[],[],"[74, 90, 86]"
[21],[32],[]
[8],[],[86]
[8],"[28, 39]",[64]
[21],"[32, 29, 39]","[89, 90, 44, 63]"
"[0, 3, 12, 16, 21, 23]","[32, 29, 38, 39]","[65, 90, 63]"
[21],"[28, 39]",[63]
"[0, 3]",[31],"[65, 90, 63]"
"[16, 4, 21]","[32, 40, 39]","[68, 63]"
[21],[],"[90, 63]"
"[0, 2, 4, 10, 14]","[32, 40, 28, 29, 30, 31]",[90]
"[8, 10, 21]","[32, 31, 29, 39]",[57]
[21],[],"[83, 63]"
"[4, 21]","[42, 28, 29, 39]",[63]
"[16, 4]","[28, 30, 39]",[]
[21],"[40, 28]","[64, 82, 83, 63]"
"[0, 11, 21]","[31, 28, 29, 39]","[90, 63]"
"[8, 26, 3, 12]",[],"[90, 63]"
"[8, 4, 12, 21]","[29, 31]","[90, 63]"
[4],[29],[68]
"[3, 4, 10, 11, 21]","[32, 29, 30, 31]",[63]
"[21, 23]","[32, 33, 39, 29, 31]","[65, 90, 86, 63]"
"[18, 4, 21, 14]","[28, 29, 30]",[63]
"[3, 21]","[40, 35, 29, 38]",[63]
"[26, 3]","[40, 42, 28, 29]",[82]
[21],[],"[81, 63]"
[21],"[32, 29, 39, 31]","[46, 63]"
"[13, 3, 20, 21]","[40, 30, 39]","[90, 63]"
"[0, 8, 21]",[],[63]
[],[],[]
"[4, 21]","[40, 32, 29]",[]
[21],"[35, 29, 39]",[63]
"[8, 21]","[29, 30]",[]
[27],"[40, 29, 30, 39]",[63]
"[0, 4, 16, 18, 21, 23]","[32, 33, 39, 42, 28, 29, 31]","[65, 63]"
"[0, 16, 20, 15]","[35, 29, 30]","[90, 63]"
"[0, 21]","[40, 29, 30, 39]","[51, 62, 63]"
[21],[40],[63]
"[16, 8, 21, 22]","[29, 30]",[]
"[16, 21]","[33, 28, 29, 31]","[64, 63]"
"[16, 21]","[29, 39]","[90, 86, 63]"
[21],[],"[85, 63]"
"[3, 2, 26, 21]",[29],[]
"[0, 4, 21]","[32, 42, 31, 39]","[67, 63]"
"[0, 21]",[28],"[81, 82, 83, 84, 85]"
[21],"[40, 31, 29, 39]",[]
"[0, 26, 3]",[31],[90]
"[11, 4, 21]","[42, 29, 30, 39]",[63]
"[8, 3, 21]",[],[]
"[8, 21]",[39],[63]
"[10, 11, 21]","[42, 29]","[65, 63]"
"[0, 3]",[],[83]
"[11, 4, 20]","[29, 30]",[63]
"[16, 3, 18, 2]",[31],[]
"[0, 2, 3, 21, 26]","[32, 40, 28, 29, 30]","[90, 63]"
[21],[29],[63]
"[16, 8, 18, 12]","[40, 29, 39]",[]
[],"[40, 28]",[63]
"[0, 21]","[32, 29, 39]",[63]
[0],[],[63]
"[12, 21]","[35, 29, 39]",[63]
[],[],"[64, 65]"
[21],"[35, 29, 39]",[63]
"[21, 14]","[32, 29, 30]",[]
"[20, 4, 13]","[40, 29]",[63]
"[16, 3, 4, 21]","[40, 32, 29, 31]",[]
"[2, 3, 4, 8, 26]","[39, 29, 31]",[63]
"[16, 3]","[28, 29]",[63]
"[2, 4, 21, 22]","[40, 29, 39]","[90, 63]"
"[3, 19, 20]","[32, 29, 39]",[]
"[8, 4, 20]","[29, 30]",[64]
"[0, 11, 20, 21]","[28, 29, 39]",[]
"[3, 4, 21]",[],[90]
"[26, 2, 3, 21]",[29],[]
[21],[],[63]
"[16, 21]",[29],[]
"[10, 13, 11, 21]","[40, 33, 29, 39]","[64, 63]"
[21],[29],"[64, 63]"
"[0, 3, 10, 12, 15, 16]","[39, 29, 31]",[]
"[0, 2, 11, 16, 21]","[40, 28, 29, 30, 31]",[90]
[11],"[40, 29, 30, 39]",[]
"[3, 21]","[42, 28, 29, 39]","[90, 63]"
"[4, 21]",[],[90]
"[0, 2, 3, 21, 26]","[28, 29, 30]","[90, 63]"
"[27, 4]","[29, 39]",[65]
"[16, 2, 11, 15]","[28, 29, 30, 31]","[90, 63]"
"[0, 19, 20, 21]","[28, 29]","[90, 63]"
[0],[],"[64, 63]"
"[16, 8, 21, 0]","[32, 38]","[81, 63]"
"[0, 21]",[29],"[90, 63]"
"[1, 4, 16, 20, 26]","[40, 30, 39]",[63]
[],[],[63]
"[24, 21]",[29],[]
"[4, 21]","[32, 29]",[63]
"[26, 13, 3, 21]",[28],"[64, 82, 63]"
"[13, 10, 4, 21]","[29, 30]",[]
"[8, 3, 21]",[32],[63]
"[0, 3, 12, 16, 21]","[32, 29, 38, 39]","[90, 63]"
[21],[],[]
"[0, 21]","[29, 39]",[63]
[21],[39],"[48, 63]"
[],[],[63]
"[0, 3, 21, 6]","[40, 29, 30]","[90, 70, 63]"
"[10, 2]","[29, 39]",[64]
"[16, 21]","[32, 31, 29, 39]",[63]
[],[],[63]
"[0, 13, 3, 21]","[32, 29, 31]",[67]
"[0, 4, 6, 21, 23]","[29, 30, 39]",[63]
[],"[40, 29]",[63]
"[3, 21]","[28, 29, 30]",[63]
"[0, 21]","[32, 35, 28]","[64, 63]"
[21],[],[]
[],"[40, 29]",[63]
[21],[40],[63]
"[4, 21]",[39],[63]
[],"[32, 30]","[90, 63]"
"[0, 3, 21]",[],[63]
"[0, 3, 21]",[29],[90]
"[0, 26, 3, 21]","[35, 39, 40, 29, 30, 31]","[90, 63]"
[21],"[33, 29, 30, 39]","[90, 68, 63]"
"[8, 21]",[35],"[48, 63]"
"[1, 4, 6, 15, 16, 21, 23]","[32, 31]",[65]
"[0, 9, 21]",[],[]
"[0, 16, 10, 21]","[28, 29]",[63]
"[21, 23]","[35, 38, 39, 42, 28, 29]","[65, 63]"
"[26, 3, 4, 21]","[32, 29, 31]",[]
"[16, 4, 21, 23]","[35, 40, 28, 29, 31]","[90, 86]"
"[26, 6]",[29],[90]
[21],[],[]
"[0, 8, 11, 16, 21]","[35, 28, 29, 30, 31]","[65, 63]"
[4],"[32, 28]",[63]
"[16, 21, 23]",[31],[90]
[],[30],[]
"[3, 4, 8, 12, 13, 21, 26]",[29],"[90, 67, 63]"
[21],[39],[63]
[],[32],[]
[26],"[40, 29]",[63]
"[0, 3, 10, 16, 21]","[39, 40, 28, 29, 30]","[90, 63]"
"[0, 21]","[29, 30]",[63]
"[12, 21]","[32, 29]","[65, 63]"
[],[],[]
"[0, 26, 3, 21]","[32, 31]",[67]
[],[],[]
"[0, 2, 3, 4, 13, 20, 26]","[29, 31]",[64]
[12],[],[63]
"[1, 21]",[],[63]
[],[],[]
"[3, 4, 11, 12, 13, 21]","[39, 28, 29, 30, 31]",[63]
[],[32],[63]
"[3, 4, 21]",[39],[63]
"[0, 26, 3, 21]",[],"[90, 63]"
"[11, 4, 21]","[29, 30]","[65, 90]"
"[2, 26, 3, 6]","[28, 29, 30]","[65, 63]"
"[0, 16, 11]","[35, 28, 29, 30]",[64]
"[16, 26, 4, 21]","[32, 29]",[]
"[11, 4, 21]","[29, 30, 39]","[90, 63]"
[],"[29, 31]","[90, 63]"
[21],[],[63]
[0],"[29, 39]","[90, 63]"
"[10, 13]","[28, 29]",[57]
[21],[],[]
"[1, 8, 21, 22, 23]","[32, 35, 38, 39, 28, 29, 30, 31]",[63]
"[4, 21]","[28, 29, 31]","[64, 90]"
"[0, 3, 21]",[],[63]
"[0, 11, 13, 16, 26]","[29, 30]",[]
"[4, 9, 18, 20, 21, 23, 26]","[40, 35, 29, 39]","[90, 63]"
"[20, 21, 7]","[32, 30]",[63]
[0],[],[90]
"[0, 21]","[32, 39, 29, 31]",[63]
[0],[],[]
"[2, 3, 21]","[40, 28, 29]",[63]
"[0, 8]","[40, 35, 31]",[63]
[21],"[35, 28, 29]",[64]
[],[],"[81, 63]"
"[0, 4, 10, 12, 16, 20]","[35, 38, 28, 30, 31]","[82, 84, 63]"
"[0, 8]","[29, 31]",[]
"[16, 20]",[30],[]
"[2, 21]","[29, 30]",[63]
"[2, 21]","[29, 31]","[64, 65, 63]"
[21],[32],[90]
"[2, 3, 8, 11, 12, 21, 26]","[32, 39, 28, 29, 30]","[90, 63]"
[],[],"[90, 86, 63]"
"[0, 3, 19, 20]","[32, 29]",[]
"[0, 11, 20, 21]","[28, 29]",[63]
"[0, 3, 4, 21]","[32, 39, 40, 28, 29, 31]",[]
"[16, 21]","[40, 29]",[63]
[],[39],[63]
"[0, 2, 3, 16, 21]","[28, 31, 38, 39]",[63]
[4],[],"[88, 90, 63]"
"[4, 21, 23]",[29],[]
[21],"[32, 29, 30, 39]",[63]
[21],[32],[]
[3],[],[63]
[21],[],[]
"[3, 20, 21]",[],"[90, 84, 63]"
"[0, 18]","[35, 28, 29, 30]","[64, 63]"
"[4, 13]","[28, 29, 38, 39]",[63]
"[0, 21]",[29],[]
[21],[28],[64]
[21],[40],[63]
"[8, 16, 4, 21]","[40, 29]",[90]
"[26, 3]",[39],[63]
"[0, 3]","[40, 29]",[]
"[8, 0, 21, 14]","[40, 31]",[]
[21],"[40, 39]",[]
"[4, 21]","[35, 29, 31]",[]
"[0, 4, 6, 16, 20]","[34, 29, 39]","[65, 57]"
[21],[],[]
"[0, 3, 21]","[40, 42, 39]",[63]
"[0, 26, 21]","[32, 38]","[90, 86, 63]"
[21],"[40, 29, 39]",[63]
"[4, 6, 15, 16, 21]","[29, 39]",[]
"[21, 23]","[32, 28, 38, 39]",[63]
"[4, 21]","[32, 28, 29, 39]",[63]
"[16, 4]","[32, 39, 28, 29, 30, 31]",[64]
"[0, 4, 21]","[32, 29]",[]
"[3, 4, 12, 14, 16, 21]",[29],[90]
"[4, 21]","[32, 28, 29, 31]",[86]
"[16, 3, 21]",[],[63]
[21],"[32, 29, 39]",[63]
"[16, 8, 11, 4]","[28, 29, 30]",[63]
"[2, 4, 21]","[32, 31, 29, 39]",[63]
[],[35],[]
"[0, 21]","[35, 29, 39]","[90, 63]"
"[8, 21]",[29],[90]
"[16, 3, 21]","[29, 30]",[]
"[10, 3, 21]",[29],[64]
"[2, 4, 12, 21]","[39, 40, 42, 28, 29]","[90, 63]"
"[16, 3, 4, 21]","[29, 31]",[]
[21],"[40, 32, 39]",[63]
"[21, 23]","[32, 30, 39]","[65, 67]"
"[0, 26, 3, 21]","[29, 31]",[]
[21],[39],[63]
[23],"[35, 28, 29, 30]",[64]
"[21, 23]",[29],[]
"[8, 21]","[32, 29, 30, 39]",[63]
"[0, 26, 4, 21]",[],[]
[21],[39],[63]
[21],"[32, 28]",[63]
"[1, 6, 10, 15, 16, 21]","[28, 31]",[65]
[11],"[28, 29, 30]",[90]
"[16, 11]",[],[]
[],[],[]
"[8, 0, 21]",[],"[90, 63]"
[21],"[29, 39]","[90, 86, 63]"
"[0, 2, 18, 21, 23]","[32, 29, 39]","[90, 63]"
[],[40],[63]
"[0, 21]","[32, 33, 35, 39, 40]",[63]
[21],"[42, 29, 39]","[90, 63]"
"[0, 11, 4, 21]","[29, 39]",[78]
[8],[30],[90]
[21],[40],[63]
[22],"[28, 39]","[64, 89, 63]"
[10],"[35, 29, 30, 39]","[64, 63]"
"[13, 3, 21]",[40],"[65, 90]"
[21],"[29, 31]",[]
[],"[32, 30, 39]","[90, 63]"
[0],[],[86]
"[3, 11, 21]",[],[63]
[],"[32, 29]",[63]
[21],"[40, 29, 30, 39]","[90, 63]"
[21],"[29, 39]","[65, 86]"
"[16, 3, 4, 21]","[29, 31]",[]
"[16, 13, 11, 21]","[28, 29, 30]",[63]
"[8, 20, 21, 14]","[32, 31]",[]
"[0, 16, 21]",[28],"[81, 63]"
"[3, 21]","[29, 30, 39]","[86, 63]"
"[0, 26, 4, 21]",[35],[63]
"[8, 0, 21]","[40, 29, 39]",[63]
"[0, 26, 3, 21]","[32, 29, 31]",[63]
"[16, 11, 15]",[31],"[90, 63]"
"[0, 26, 3, 21]","[28, 29, 39]","[82, 84, 87, 88, 63]"
"[0, 4, 11, 16, 23]","[31, 29, 39]",[63]
[3],"[40, 29]",[90]
"[10, 4]","[28, 29]","[64, 63]"
[],[],[63]
[21],"[29, 39]",[63]
"[8, 21]",[39],[63]
"[3, 8, 12, 21, 26]",[29],[90]
"[16, 4]","[32, 39, 42, 28, 29, 30, 31]","[67, 63]"
[21],[],[]
"[0, 4]","[32, 29]",[]
[21],"[32, 35, 39, 29, 30]",[67]
"[0, 3, 4, 10, 13, 16, 21]","[40, 29, 31]","[65, 85]"
"[3, 10, 11, 12, 21, 26]","[40, 41, 28, 29, 30]","[67, 63]"
"[18, 4]","[32, 43, 29, 30]",[]
[],[28],[64]
"[0, 16, 10, 4]",[29],[]
"[2, 3]",[29],[]
"[13, 11, 21]",[39],"[90, 63]"
"[0, 16]","[29, 39]",[63]
"[21, 6]","[29, 39]","[68, 63]"
"[21, 14]",[],[]
"[3, 21, 23]","[39, 40, 29, 30, 31]","[86, 63]"
"[0, 3, 21]",[],"[90, 63]"
"[0, 8, 21]",[29],"[64, 90, 88]"
[21],"[40, 29, 39]",[63]
"[16, 10, 21]","[38, 28, 29, 30]","[64, 82]"
"[11, 21]","[29, 39]",[63]
"[11, 21]","[28, 29, 30]","[90, 63]"
"[2, 4, 21]","[32, 31, 29, 39]",[63]
[21],"[40, 29, 30]",[65]
"[8, 20, 21, 14]",[31],"[65, 63]"
"[8, 21]",[],[]
[21],[],[]
"[16, 3, 13]","[42, 29]",[]
"[1, 26, 3]",[30],"[90, 63]"
"[3, 4, 11, 12, 13, 21]","[39, 28, 29, 30, 31]",[63]
"[0, 2, 3, 18, 21]","[31, 29, 39]",[63]
[0],[],[63]
"[0, 27, 13]","[40, 28]",[63]
[],[],[65]
"[3, 4, 11, 12, 13, 21]","[39, 28, 29, 30, 31]",[63]
[],[],[83]
"[0, 2, 3, 13, 16, 21]","[28, 29, 38, 31]",[63]
[],[],"[64, 82, 63]"
"[0, 21]",[28],"[81, 82, 83, 84, 85]"
[4],[],[]
"[0, 26, 3]","[29, 31]",[63]
[],"[31, 29, 39]",[63]
[21],"[33, 42, 29, 39]",[63]
"[0, 3]",[],[]
"[3, 4, 9, 11, 15]","[32, 28, 29, 30]",[64]
"[3, 21]","[32, 35, 29]",[65]
"[0, 26, 3, 21]",[],"[64, 90]"
"[16, 3, 4, 21]","[40, 29]","[64, 90]"
"[26, 21]","[40, 32, 29, 31]",[90]
[4],"[40, 39]",[63]
"[8, 1, 21]",[],"[81, 82, 83, 84]"
"[2, 6, 11, 15, 21, 27]","[32, 40, 28]",[]
[21],[39],[63]
"[0, 26, 3, 21]","[35, 39, 42, 28, 29, 30, 31]","[90, 63]"
"[0, 12, 21]","[40, 28]","[68, 63]"
[21],"[40, 39]","[86, 63]"
"[26, 3]",[39],"[90, 63]"
[],"[32, 30, 39]","[90, 63]"
[11],"[40, 33, 30]",[63]
"[3, 20, 21]","[40, 29]","[90, 63]"
"[10, 21]","[32, 39, 29, 30, 31]","[64, 74, 66, 63]"
[21],"[28, 29, 30]","[88, 90]"
[21],[40],[83]
[21],"[29, 30]","[90, 63]"
[21],"[40, 29, 30]",[65]
"[16, 2, 3, 21]","[40, 31]",[]
[21],[],"[90, 86, 63]"
[4],[28],[77]
[],[39],"[90, 63]"
"[2, 4, 21, 6]","[32, 38, 40, 42, 29]",[63]
"[3, 4, 21]","[40, 29, 30]",[63]
[21],"[40, 29]",[]
"[4, 21]",[40],[63]
[21],[],[]
"[26, 11, 4]","[32, 29]",[63]
